,sex,age,race,c_charge_degree,priors_count,is_recid
3376,Male,29,Caucasian,M,8,pos
3377,Male,21,African-American,F,7,neg
3378,Male,22,Other,F,0,neg
3379,Male,33,Caucasian,F,0,pos
3380,Male,26,African-American,F,7,pos
3381,Female,27,African-American,M,0,neg
3382,Male,35,African-American,F,1,pos
3383,Male,27,African-American,M,3,pos
3384,Male,37,Hispanic,M,3,neg
3385,Female,31,African-American,F,3,pos
3386,Male,36,African-American,F,26,neg
3387,Female,32,Other,M,0,pos
3388,Male,50,Caucasian,F,1,pos
3389,Male,52,Caucasian,F,1,pos
3390,Male,24,African-American,M,1,pos
3391,Male,38,African-American,F,0,pos
3392,Male,54,African-American,F,11,pos
3393,Male,71,Caucasian,F,13,pos
3394,Male,27,African-American,F,9,neg
3395,Female,39,Caucasian,F,1,pos
3396,Male,34,Other,M,1,neg
3397,Male,23,Other,M,0,neg
3398,Male,46,African-American,M,8,neg
3399,Female,36,African-American,F,5,neg
3400,Male,55,African-American,F,0,pos
3401,Male,33,Hispanic,F,1,pos
3402,Male,45,African-American,M,0,neg
3403,Male,27,Caucasian,F,0,pos
3404,Male,23,African-American,F,2,neg
3405,Male,20,African-American,F,1,neg
3406,Female,31,African-American,F,10,pos
3407,Male,24,Caucasian,F,8,neg
3408,Female,37,Caucasian,F,2,neg
3409,Male,25,African-American,M,0,neg
3410,Male,26,Caucasian,F,0,pos
3411,Male,29,Hispanic,F,0,pos
3412,Male,33,Hispanic,M,3,pos
3413,Male,29,Caucasian,F,0,pos
3414,Male,41,African-American,M,4,neg
3415,Male,37,African-American,F,0,neg
3416,Male,46,Caucasian,F,2,pos
3417,Female,56,Caucasian,F,10,neg
3418,Male,23,African-American,F,0,neg
3419,Female,23,African-American,F,1,neg
3420,Male,25,African-American,F,0,neg
3421,Male,24,African-American,F,1,neg
3422,Male,35,African-American,F,27,pos
3423,Male,48,African-American,F,10,pos
3424,Male,26,Hispanic,M,1,neg
3425,Male,24,Caucasian,F,2,neg
3426,Male,25,African-American,F,8,pos
3427,Male,23,African-American,F,0,neg
3428,Male,43,Caucasian,F,2,pos
3429,Female,53,Caucasian,M,0,pos
3430,Male,24,African-American,F,1,neg
3431,Male,25,African-American,M,4,pos
3432,Male,28,African-American,F,0,pos
3433,Male,21,Caucasian,F,1,pos
3434,Male,31,Other,M,0,pos
3435,Male,33,Caucasian,F,3,neg
3436,Female,35,African-American,F,1,pos
3437,Male,55,Caucasian,M,3,pos
3438,Male,50,Hispanic,M,9,neg
3439,Male,28,African-American,M,0,pos
3440,Male,44,Caucasian,M,0,neg
3441,Female,48,Caucasian,F,2,pos
3442,Male,19,African-American,F,3,neg
3443,Male,23,Other,M,2,pos
3444,Male,24,African-American,F,3,neg
3445,Male,50,Caucasian,F,2,pos
3446,Male,31,African-American,M,0,pos
3447,Female,28,Caucasian,F,0,neg
3448,Male,42,Caucasian,F,0,pos
3449,Male,21,African-American,M,0,neg
3450,Male,29,African-American,F,5,pos
3451,Male,48,Caucasian,F,1,pos
3452,Male,21,Caucasian,F,0,neg
3453,Male,24,Other,M,0,neg
3454,Male,31,Caucasian,F,3,neg
3455,Male,23,Hispanic,M,0,pos
3456,Male,27,Caucasian,F,0,neg
3457,Male,32,Other,M,0,pos
3458,Male,75,Caucasian,F,1,neg
3459,Male,28,African-American,F,7,neg
3460,Male,67,Caucasian,M,0,pos
3461,Female,32,African-American,F,11,pos
3462,Male,44,African-American,F,7,pos
3463,Male,25,African-American,F,1,neg
3464,Female,30,African-American,M,15,neg
3465,Male,28,Caucasian,M,9,pos
3466,Male,27,African-American,F,0,neg
3467,Male,36,African-American,F,4,pos
3468,Male,36,Other,M,8,pos
3469,Female,25,Caucasian,M,0,pos
3470,Male,31,Caucasian,F,5,neg
3471,Male,30,Caucasian,M,0,neg
3472,Male,33,African-American,F,4,pos
3473,Male,38,Hispanic,M,0,pos
3474,Male,26,African-American,M,1,neg
3475,Male,52,Hispanic,F,5,neg
3476,Female,22,Caucasian,M,2,neg
3477,Male,50,Caucasian,F,0,pos
3478,Male,37,African-American,F,4,pos
3479,Male,58,Caucasian,F,1,neg
3480,Male,34,Caucasian,M,3,neg
3481,Male,32,Caucasian,F,1,neg
3482,Male,29,African-American,M,0,neg
3483,Male,27,African-American,M,0,pos
3484,Male,39,Caucasian,F,5,pos
3485,Male,24,African-American,F,0,pos
3486,Male,38,African-American,M,8,pos
3487,Male,52,Caucasian,F,7,pos
3488,Male,56,African-American,M,3,neg
3489,Male,46,Caucasian,F,7,neg
3490,Male,38,Caucasian,F,5,neg
3491,Male,47,Caucasian,M,3,pos
3492,Male,32,Caucasian,F,0,pos
3493,Male,34,African-American,M,27,pos
3494,Male,42,African-American,F,5,pos
3495,Female,35,African-American,M,0,neg
3496,Male,20,Caucasian,F,0,neg
3497,Female,32,Caucasian,F,2,neg
3498,Male,21,Caucasian,M,0,pos
3499,Male,24,African-American,M,0,neg
3500,Male,24,African-American,M,1,neg
3501,Male,55,Hispanic,F,2,pos
3502,Male,26,African-American,M,0,neg
3503,Male,52,Caucasian,F,8,pos
3504,Male,27,African-American,M,1,pos
3505,Female,27,Caucasian,M,0,pos
3506,Male,56,Caucasian,F,0,pos
3507,Male,52,Caucasian,F,16,neg
3508,Male,37,African-American,F,3,neg
3509,Male,45,African-American,M,0,pos
3510,Male,23,African-American,M,1,pos
3511,Female,36,Caucasian,F,3,neg
3512,Female,29,African-American,F,0,pos
3513,Male,21,Hispanic,F,0,pos
3514,Male,20,Other,M,3,neg
3515,Male,69,African-American,F,3,pos
3516,Male,27,African-American,F,11,pos
3517,Male,28,African-American,F,11,neg
3518,Male,38,African-American,M,4,neg
3519,Male,30,Other,F,0,pos
3520,Female,19,African-American,F,1,neg
3521,Female,37,Caucasian,F,1,pos
3522,Male,34,African-American,M,0,neg
3523,Male,37,Caucasian,F,7,neg
3524,Male,21,African-American,F,1,pos
3525,Male,21,African-American,F,0,neg
3526,Female,38,Caucasian,F,3,pos
3527,Male,47,African-American,M,1,pos
3528,Male,56,Caucasian,F,3,pos
3529,Male,27,African-American,F,2,neg
3530,Male,23,African-American,M,0,pos
3531,Male,57,Caucasian,F,0,pos
3532,Male,25,African-American,F,9,pos
3533,Female,23,African-American,F,2,neg
3534,Male,32,African-American,F,8,neg
3535,Female,36,African-American,M,2,pos
3536,Male,41,African-American,M,5,pos
3537,Male,31,Hispanic,F,2,pos
3538,Female,39,Other,F,0,pos
3539,Male,21,African-American,F,1,neg
3540,Male,43,Caucasian,F,8,neg
3541,Male,31,African-American,M,2,pos
3542,Male,37,Caucasian,M,0,pos
3543,Male,27,African-American,F,0,pos
3544,Male,22,African-American,F,2,neg
3545,Male,59,Caucasian,F,2,pos
3546,Female,33,African-American,F,0,neg
3547,Male,39,Caucasian,F,21,pos
3548,Female,43,African-American,F,2,pos
3549,Male,25,Caucasian,F,5,neg
3550,Male,36,African-American,M,19,neg
3551,Male,23,African-American,F,3,neg
3552,Female,43,Caucasian,M,3,neg
3553,Male,56,Caucasian,M,9,neg
3554,Female,20,African-American,F,1,neg
3555,Male,50,African-American,M,2,neg
3556,Male,24,Other,M,2,neg
3557,Female,54,Caucasian,M,1,pos
3558,Male,20,African-American,F,1,neg
3559,Male,36,Other,M,3,neg
3560,Female,36,African-American,F,3,neg
3561,Male,56,African-American,M,0,pos
3562,Male,25,African-American,M,28,neg
3563,Male,25,African-American,F,2,neg
3564,Female,42,Caucasian,F,1,neg
3565,Male,34,African-American,M,9,neg
3566,Male,48,African-American,F,4,pos
3567,Male,34,African-American,M,21,neg
3568,Male,28,Caucasian,F,0,pos
3569,Male,32,Caucasian,F,1,pos
3570,Female,31,Caucasian,F,2,pos
3571,Female,24,African-American,F,4,neg
3572,Female,25,Caucasian,F,0,neg
3573,Female,32,Caucasian,F,4,pos
3574,Male,37,African-American,F,20,neg
3575,Male,24,African-American,F,1,neg
3576,Male,48,African-American,M,0,pos
3577,Male,25,African-American,F,9,neg
3578,Male,35,African-American,F,1,pos
3579,Male,21,African-American,F,1,neg
3580,Female,21,African-American,F,0,neg
3581,Female,27,Caucasian,F,0,neg
3582,Male,22,African-American,F,0,pos
3583,Male,28,African-American,F,4,pos
3584,Male,26,African-American,M,0,pos
3585,Male,23,Other,M,0,neg
3586,Male,34,Caucasian,F,0,pos
3587,Male,22,African-American,F,3,pos
3588,Male,30,Other,F,5,neg
3589,Male,44,Caucasian,F,5,pos
3590,Male,57,Caucasian,F,1,pos
3591,Male,22,African-American,F,0,neg
3592,Male,34,African-American,F,0,pos
3593,Male,24,African-American,F,7,neg
3594,Male,20,Caucasian,F,0,pos
3595,Male,35,Caucasian,F,2,pos
3596,Male,53,Hispanic,M,1,neg
3597,Male,60,African-American,F,13,pos
3598,Female,22,African-American,F,2,pos
3599,Male,43,Hispanic,M,0,pos
3600,Male,72,Caucasian,F,7,pos
3601,Male,33,African-American,F,3,neg
3602,Male,24,African-American,F,1,neg
3603,Male,60,African-American,F,0,pos
3604,Male,24,Caucasian,F,3,neg
3605,Male,43,Other,M,2,pos
3606,Male,30,African-American,M,1,pos
3607,Female,43,Caucasian,M,0,pos
3608,Male,48,Hispanic,M,1,pos
3609,Male,54,Other,M,0,pos
3610,Male,45,African-American,M,1,pos
3611,Male,36,Other,F,0,pos
3612,Male,31,Caucasian,M,1,neg
3613,Male,40,African-American,M,0,pos
3614,Male,50,Caucasian,F,1,pos
3615,Female,26,Other,M,1,pos
3616,Male,41,African-American,F,7,pos
3617,Male,34,Caucasian,F,5,neg
3618,Female,28,Caucasian,F,0,pos
3619,Male,30,African-American,F,1,pos
3620,Male,23,Caucasian,F,2,neg
3621,Female,37,Hispanic,M,0,neg
3622,Male,35,Hispanic,M,5,pos
3623,Male,21,Caucasian,F,1,neg
3624,Male,45,African-American,F,1,pos
3625,Female,22,African-American,M,2,neg
3626,Male,29,African-American,F,6,neg
3627,Female,30,African-American,M,0,pos
3628,Male,45,Caucasian,M,3,neg
3629,Female,24,African-American,F,2,pos
3630,Male,31,Caucasian,F,4,neg
3631,Male,56,Caucasian,M,0,pos
3632,Female,44,Hispanic,F,4,neg
3633,Male,24,African-American,F,14,neg
3634,Male,38,African-American,F,11,pos
3635,Male,51,African-American,F,22,neg
3636,Male,22,Caucasian,F,0,pos
3637,Male,28,African-American,M,5,pos
3638,Male,47,African-American,F,19,neg
3639,Male,51,African-American,M,0,neg
3640,Male,25,Caucasian,M,1,pos
3641,Male,53,Hispanic,F,1,pos
3642,Male,30,African-American,F,0,pos
3643,Male,33,Caucasian,F,0,neg
3644,Male,35,African-American,F,5,neg
3645,Female,33,African-American,F,0,pos
3646,Male,65,African-American,F,11,pos
3647,Male,59,Other,M,1,pos
3648,Female,37,African-American,M,4,pos
3649,Female,33,Caucasian,F,1,pos
3650,Male,27,African-American,F,2,neg
3651,Female,29,African-American,F,9,neg
3652,Male,26,Native American,F,11,neg
3653,Male,24,African-American,F,3,neg
3654,Male,43,African-American,F,5,pos
3655,Male,37,African-American,M,11,neg
3656,Male,53,African-American,F,13,pos
3657,Male,43,African-American,F,4,neg
3658,Male,26,African-American,F,4,neg
3659,Female,30,Caucasian,M,1,pos
3660,Male,27,African-American,F,6,neg
3661,Male,39,Caucasian,F,9,neg
3662,Male,37,Caucasian,M,4,neg
3663,Male,22,Caucasian,M,3,neg
3664,Male,25,Caucasian,F,0,pos
3665,Male,26,Hispanic,F,1,pos
3666,Female,28,Caucasian,M,0,pos
3667,Male,25,African-American,M,0,neg
3668,Male,58,Caucasian,F,1,pos
3669,Female,29,Caucasian,M,1,neg
3670,Male,33,African-American,F,8,pos
3671,Male,38,African-American,F,0,pos
3672,Male,38,Caucasian,F,2,pos
3673,Male,59,African-American,F,22,neg
3674,Male,29,Other,M,4,neg
3675,Male,57,African-American,F,9,pos
3676,Male,53,Caucasian,M,0,neg
3677,Male,33,African-American,F,2,neg
3678,Male,58,Caucasian,M,1,pos
3679,Male,51,Caucasian,M,1,pos
3680,Male,25,African-American,F,11,neg
3681,Male,53,Caucasian,F,2,pos
3682,Male,32,Caucasian,M,0,neg
3683,Male,35,African-American,F,6,neg
3684,Male,39,Caucasian,F,1,pos
3685,Male,36,Hispanic,M,1,pos
3686,Female,42,Caucasian,M,5,neg
3687,Male,37,African-American,M,0,pos
3688,Male,39,Caucasian,F,0,pos
3689,Female,52,Caucasian,M,3,pos
3690,Male,60,Other,M,1,pos
3691,Male,37,Hispanic,M,2,neg
3692,Male,42,Caucasian,F,4,neg
3693,Male,44,Hispanic,M,0,neg
3694,Male,23,African-American,F,6,neg
3695,Female,42,African-American,M,0,neg
3696,Female,28,Caucasian,F,2,pos
3697,Male,28,African-American,F,5,pos
3698,Male,38,Caucasian,F,12,pos
3699,Female,43,African-American,F,2,neg
3700,Male,42,African-American,F,0,pos
3701,Female,25,Caucasian,M,0,pos
3702,Male,32,African-American,F,7,neg
3703,Male,21,African-American,F,0,neg
3704,Female,35,Caucasian,M,1,pos
3705,Male,37,Caucasian,F,0,pos
3706,Female,33,African-American,F,2,pos
3707,Female,51,Caucasian,F,4,pos
3708,Male,39,Caucasian,F,3,neg
3709,Male,35,Hispanic,M,5,neg
3710,Male,40,African-American,F,3,pos
3711,Male,32,African-American,F,17,neg
3712,Male,18,Caucasian,F,4,neg
3713,Male,32,Caucasian,F,3,neg
3714,Male,37,Other,M,0,pos
3715,Male,32,African-American,F,10,neg
3716,Male,47,Caucasian,M,5,neg
3717,Female,23,Caucasian,M,0,pos
3718,Male,63,Caucasian,F,10,neg
3719,Male,38,African-American,F,16,neg
3720,Male,32,African-American,M,6,neg
3721,Male,31,African-American,F,4,neg
3722,Male,23,African-American,F,0,pos
3723,Male,38,Hispanic,M,1,pos
3724,Female,47,Caucasian,M,0,pos
3725,Male,33,Caucasian,F,1,neg
3726,Male,22,Caucasian,F,1,neg
3727,Male,26,Caucasian,M,1,pos
3728,Male,40,Caucasian,M,0,neg
3729,Male,36,African-American,F,14,neg
3730,Female,65,Caucasian,M,0,pos
3731,Male,44,Caucasian,M,4,neg
3732,Female,22,African-American,M,0,pos
3733,Male,34,Hispanic,M,0,pos
3734,Female,38,Hispanic,F,0,pos
3735,Female,26,Caucasian,F,4,neg
3736,Male,20,Hispanic,M,0,neg
3737,Male,49,Hispanic,F,0,pos
3738,Male,56,African-American,F,7,pos
3739,Male,52,Caucasian,F,2,neg
3740,Male,25,Other,M,2,neg
3741,Male,34,African-American,F,5,pos
3742,Male,33,African-American,M,1,neg
3743,Male,21,African-American,F,1,pos
3744,Male,46,African-American,F,9,pos
3745,Male,22,African-American,M,2,neg
3746,Male,57,Caucasian,M,1,pos
3747,Male,22,African-American,F,2,neg
3748,Female,48,Caucasian,M,1,neg
3749,Male,40,African-American,F,21,pos
3750,Female,30,African-American,F,1,pos
3751,Male,21,Caucasian,M,4,neg
3752,Female,39,African-American,F,22,neg
3753,Male,27,Caucasian,F,13,neg
3754,Female,33,Caucasian,M,0,neg
3755,Male,24,African-American,F,0,pos
3756,Male,43,African-American,F,0,neg
3757,Female,45,Caucasian,M,0,pos
3758,Male,51,African-American,F,3,pos
3759,Female,35,African-American,F,2,neg
3760,Male,31,African-American,M,9,neg
3761,Male,27,Caucasian,M,0,pos
3762,Male,32,African-American,F,1,pos
3763,Male,49,Caucasian,M,0,pos
3764,Male,29,African-American,F,2,pos
3765,Male,23,African-American,F,2,neg
3766,Male,30,Asian,M,6,neg
3767,Male,55,African-American,F,12,neg
3768,Male,30,Caucasian,M,0,pos
3769,Male,34,African-American,F,13,neg
3770,Male,56,Caucasian,F,2,pos
3771,Male,33,African-American,F,4,pos
3772,Male,28,African-American,M,1,pos
3773,Male,29,African-American,F,1,pos
3774,Male,38,Caucasian,M,0,pos
3775,Male,37,Caucasian,F,0,pos
3776,Female,33,Caucasian,M,0,neg
3777,Male,30,Hispanic,F,0,pos
3778,Male,51,African-American,F,19,pos
3779,Male,65,African-American,M,7,pos
3780,Female,32,African-American,M,1,pos
3781,Male,38,Caucasian,F,5,neg
3782,Male,35,African-American,F,1,pos
3783,Male,57,Caucasian,F,1,pos
3784,Male,26,Caucasian,F,1,pos
3785,Female,23,Hispanic,M,7,neg
3786,Female,36,African-American,M,4,neg
3787,Female,33,Hispanic,F,2,neg
3788,Male,35,Caucasian,F,3,neg
3789,Male,33,African-American,F,0,pos
3790,Male,47,Caucasian,M,0,pos
3791,Female,53,Hispanic,M,0,pos
3792,Male,31,Other,F,6,pos
3793,Male,35,Caucasian,M,1,neg
3794,Female,36,African-American,F,1,neg
3795,Female,25,Caucasian,M,0,pos
3796,Male,52,Hispanic,F,10,pos
3797,Male,23,Hispanic,M,3,neg
3798,Male,34,African-American,M,7,pos
3799,Male,51,Caucasian,F,6,neg
3800,Male,24,African-American,F,8,neg
3801,Male,32,Caucasian,F,0,neg
3802,Male,43,African-American,F,8,neg
3803,Male,45,African-American,M,20,neg
3804,Male,42,African-American,M,10,neg
3805,Male,22,African-American,F,1,neg
3806,Male,49,African-American,F,4,pos
3807,Male,42,African-American,F,0,neg
3808,Male,40,Caucasian,M,0,neg
3809,Male,25,African-American,F,2,neg
3810,Male,25,Caucasian,M,0,neg
3811,Male,23,African-American,F,0,pos
3812,Male,21,Caucasian,F,2,neg
3813,Male,31,Caucasian,M,3,pos
3814,Female,28,African-American,M,0,pos
3815,Male,24,African-American,F,11,neg
3816,Male,45,Caucasian,F,0,pos
3817,Male,23,African-American,M,2,neg
3818,Male,39,African-American,F,7,neg
3819,Male,25,Caucasian,F,2,pos
3820,Male,24,African-American,F,1,pos
3821,Male,46,Caucasian,F,1,pos
3822,Male,47,Caucasian,F,3,pos
3823,Male,54,Caucasian,M,2,neg
3824,Male,22,African-American,M,1,neg
3825,Female,34,Caucasian,M,0,pos
3826,Male,33,Caucasian,M,0,neg
3827,Male,27,Caucasian,M,1,pos
3828,Male,29,African-American,F,16,neg
3829,Male,34,Hispanic,M,3,pos
3830,Male,32,African-American,F,1,pos
3831,Male,29,African-American,M,0,pos
3832,Female,25,Caucasian,M,2,neg
3833,Male,34,Caucasian,F,16,neg
3834,Female,55,African-American,F,1,pos
3835,Male,27,African-American,F,0,neg
3836,Male,26,African-American,M,0,pos
3837,Male,39,African-American,F,19,neg
3838,Male,24,African-American,F,1,pos
3839,Male,29,Caucasian,M,0,pos
3840,Female,31,Caucasian,F,3,neg
3841,Male,50,African-American,F,13,neg
3842,Male,25,Hispanic,F,2,neg
3843,Male,31,African-American,F,4,neg
3844,Male,31,Other,M,0,pos
3845,Male,26,Caucasian,F,2,neg
3846,Male,54,Caucasian,F,2,pos
3847,Male,33,African-American,F,14,neg
3848,Male,22,African-American,M,0,neg
3849,Male,35,African-American,F,8,neg
3850,Female,30,Other,F,4,neg
3851,Male,25,African-American,F,0,pos
3852,Male,25,African-American,F,0,pos
3853,Male,44,African-American,F,0,neg
3854,Female,29,Caucasian,F,2,neg
3855,Male,46,Caucasian,F,2,neg
3856,Male,53,Caucasian,M,0,pos
3857,Male,24,African-American,F,2,neg
3858,Female,52,African-American,F,2,neg
3859,Male,27,African-American,M,0,neg
3860,Male,41,Caucasian,F,0,pos
3861,Female,21,African-American,F,0,neg
3862,Male,24,Caucasian,F,1,pos
3863,Male,38,Caucasian,F,8,pos
3864,Male,23,Caucasian,M,0,pos
3865,Male,42,African-American,F,0,pos
3866,Male,32,Caucasian,F,4,pos
3867,Male,24,Hispanic,M,3,neg
3868,Male,24,African-American,F,5,neg
3869,Male,26,African-American,F,4,neg
3870,Male,50,Caucasian,F,9,neg
3871,Female,32,African-American,M,3,pos
3872,Male,40,African-American,F,13,pos
3873,Male,25,Caucasian,M,1,neg
3874,Male,42,Hispanic,F,1,pos
3875,Male,27,African-American,F,2,pos
3876,Male,23,Caucasian,F,0,neg
3877,Male,37,African-American,M,22,neg
3878,Male,32,African-American,M,1,neg
3879,Male,38,African-American,M,2,neg
3880,Male,52,Caucasian,M,4,neg
3881,Male,29,Caucasian,F,2,pos
3882,Male,28,African-American,M,7,neg
3883,Male,49,African-American,M,0,pos
3884,Male,50,Caucasian,F,0,pos
3885,Male,26,Caucasian,F,2,neg
3886,Female,34,Caucasian,F,0,neg
3887,Female,28,Caucasian,F,1,neg
3888,Male,36,Caucasian,F,4,neg
3889,Male,45,African-American,F,1,neg
3890,Male,30,African-American,F,0,neg
3891,Male,24,African-American,F,3,neg
3892,Male,25,African-American,M,0,neg
3893,Male,25,African-American,M,4,neg
3894,Male,45,Caucasian,F,2,pos
3895,Male,26,Caucasian,F,1,neg
3896,Male,37,Other,F,2,pos
3897,Male,24,Hispanic,M,0,pos
3898,Male,40,Caucasian,M,2,pos
3899,Male,60,Caucasian,M,1,pos
3900,Female,33,Hispanic,F,0,pos
3901,Male,31,African-American,F,6,pos
3902,Male,53,Hispanic,F,18,pos
3903,Male,55,Hispanic,M,0,pos
3904,Male,36,Caucasian,M,4,pos
3905,Male,30,Other,F,6,neg
3906,Male,21,African-American,F,1,neg
3907,Male,55,Caucasian,M,0,pos
3908,Male,22,Caucasian,F,1,neg
3909,Female,23,African-American,F,1,pos
3910,Female,24,Caucasian,M,7,neg
3911,Female,40,African-American,F,13,neg
3912,Male,57,Caucasian,F,9,neg
3913,Male,33,Caucasian,M,0,neg
3914,Male,32,Caucasian,F,2,pos
3915,Male,47,Caucasian,F,3,pos
3916,Male,51,Caucasian,M,6,neg
3917,Male,22,African-American,F,1,pos
3918,Male,47,Caucasian,F,2,pos
3919,Male,28,Caucasian,F,1,neg
3920,Male,21,African-American,F,1,neg
3921,Male,28,African-American,F,5,pos
3922,Female,44,Caucasian,M,1,neg
3923,Male,25,African-American,F,0,neg
3924,Male,34,African-American,M,4,pos
3925,Male,65,Caucasian,M,0,pos
3926,Male,33,Caucasian,F,5,neg
3927,Female,23,Caucasian,M,0,pos
3928,Female,44,Caucasian,M,0,pos
3929,Male,21,Hispanic,F,1,neg
3930,Male,24,African-American,M,1,pos
3931,Male,51,Caucasian,M,1,pos
3932,Female,21,African-American,F,0,neg
3933,Male,39,Caucasian,F,6,pos
3934,Male,29,African-American,F,29,neg
3935,Male,24,Caucasian,F,1,pos
3936,Female,23,African-American,F,0,neg
3937,Male,31,African-American,F,11,neg
3938,Female,35,African-American,M,0,pos
3939,Male,30,Other,F,0,pos
3940,Male,34,Caucasian,F,8,pos
3941,Female,39,African-American,F,4,pos
3942,Male,29,African-American,M,6,pos
3943,Male,51,Caucasian,M,0,pos
3944,Male,22,Caucasian,F,1,pos
3945,Male,29,Caucasian,F,2,pos
3946,Male,35,Caucasian,F,8,neg
3947,Male,32,Caucasian,F,6,neg
3948,Male,33,Caucasian,M,3,neg
3949,Male,58,Caucasian,F,5,neg
3950,Male,54,Other,F,0,pos
3951,Male,30,African-American,F,3,pos
3952,Male,33,African-American,F,2,neg
3953,Male,24,African-American,F,0,neg
3954,Male,48,African-American,F,10,pos
3955,Male,23,African-American,M,0,pos
3956,Male,23,Caucasian,F,2,neg
3957,Male,47,Asian,M,1,pos
3958,Male,21,Other,F,0,pos
3959,Male,29,African-American,M,0,neg
3960,Male,48,Caucasian,F,2,pos
3961,Male,37,Caucasian,M,4,neg
3962,Male,50,Caucasian,F,3,pos
3963,Male,19,African-American,F,3,neg
3964,Male,39,Caucasian,M,2,pos
3965,Male,49,African-American,F,13,pos
3966,Male,58,Caucasian,F,2,pos
3967,Male,31,African-American,F,6,pos
3968,Male,23,African-American,M,1,pos
3969,Female,23,African-American,F,0,neg
3970,Male,31,Caucasian,F,17,neg
3971,Male,33,Other,F,0,neg
3972,Male,57,Caucasian,F,6,pos
3973,Female,31,Caucasian,M,0,pos
3974,Male,57,African-American,F,19,pos
3975,Male,57,Caucasian,M,12,pos
3976,Male,29,African-American,M,6,neg
3977,Male,30,African-American,M,0,neg
3978,Male,45,African-American,F,11,pos
3979,Male,42,Caucasian,F,0,pos
3980,Male,48,Other,F,7,pos
3981,Male,29,African-American,F,12,neg
3982,Male,23,Caucasian,F,0,pos
3983,Female,28,Caucasian,F,0,pos
3984,Male,41,African-American,F,3,pos
3985,Male,25,African-American,M,1,neg
3986,Female,34,Caucasian,M,3,pos
3987,Male,53,African-American,F,26,neg
3988,Female,28,African-American,F,1,neg
3989,Male,27,African-American,F,0,pos
3990,Male,39,African-American,F,4,pos
3991,Female,55,Caucasian,F,6,pos
3992,Male,27,African-American,F,4,neg
3993,Male,30,Caucasian,F,7,neg
3994,Male,31,African-American,M,15,neg
3995,Male,20,African-American,M,1,neg
3996,Male,26,Caucasian,F,2,neg
3997,Male,44,African-American,F,7,neg
3998,Male,33,African-American,F,17,neg
3999,Male,34,Caucasian,F,0,neg
4000,Male,27,Caucasian,M,0,pos
4001,Male,21,African-American,F,1,neg
4002,Male,29,African-American,F,4,neg
4003,Male,27,African-American,F,7,pos
4004,Female,24,Caucasian,F,0,pos
4005,Male,29,African-American,F,0,neg
4006,Male,20,Caucasian,F,0,pos
4007,Female,23,Caucasian,F,0,pos
4008,Female,48,African-American,M,0,pos
4009,Male,34,African-American,M,0,neg
4010,Male,46,African-American,M,1,neg
4011,Female,41,Caucasian,F,3,pos
4012,Male,26,African-American,F,3,neg
4013,Male,37,African-American,F,11,neg
4014,Female,54,Caucasian,F,7,pos
4015,Female,25,African-American,M,5,pos
4016,Female,22,Caucasian,F,2,pos
4017,Male,32,African-American,F,7,pos
4018,Male,44,African-American,M,0,pos
4019,Male,28,African-American,F,1,pos
4020,Male,60,African-American,M,3,pos
4021,Male,49,Caucasian,F,0,pos
4022,Male,32,African-American,F,9,pos
4023,Male,30,African-American,M,10,neg
4024,Male,52,Caucasian,F,0,pos
4025,Female,27,African-American,M,1,pos
4026,Male,34,African-American,F,0,pos
4027,Male,55,African-American,F,5,neg
4028,Male,37,African-American,M,6,pos
4029,Male,33,African-American,M,0,pos
4030,Male,22,African-American,F,0,neg
4031,Female,27,African-American,M,0,pos
4032,Male,20,African-American,F,0,neg
4033,Male,33,Caucasian,F,0,pos
4034,Male,26,African-American,M,0,pos
4035,Male,29,African-American,M,0,pos
4036,Male,32,African-American,M,1,pos
4037,Male,37,Caucasian,M,4,pos
4038,Male,31,African-American,F,15,pos
4039,Male,29,African-American,F,6,neg
4040,Male,31,African-American,F,6,pos
4041,Female,36,Caucasian,F,2,pos
4042,Male,35,African-American,M,4,pos
4043,Female,37,African-American,F,1,pos
4044,Male,34,Caucasian,M,5,neg
4045,Male,20,Caucasian,M,1,neg
4046,Female,50,African-American,M,12,neg
4047,Male,24,Caucasian,F,8,neg
4048,Male,29,African-American,M,8,neg
4049,Female,45,African-American,F,1,pos
4050,Male,34,Caucasian,F,2,neg
4051,Male,70,African-American,M,0,pos
4052,Male,26,African-American,F,2,pos
4053,Male,23,African-American,F,4,pos
4054,Male,27,Caucasian,M,5,pos
4055,Male,44,Caucasian,F,6,neg
4056,Male,23,African-American,M,2,neg
4057,Male,26,African-American,M,0,pos
4058,Female,23,Caucasian,M,2,pos
4059,Male,27,African-American,F,3,neg
4060,Female,46,Caucasian,F,1,neg
4061,Female,27,African-American,F,1,pos
4062,Male,45,Caucasian,F,7,pos
4063,Male,42,African-American,M,1,pos
4064,Female,24,Caucasian,M,3,neg
4065,Male,20,African-American,F,2,neg
4066,Male,49,Caucasian,F,3,pos
4067,Male,29,Caucasian,M,8,neg
4068,Male,29,Hispanic,F,0,pos
4069,Female,52,Caucasian,F,1,pos
4070,Male,37,Hispanic,M,4,neg
4071,Male,26,African-American,M,1,neg
4072,Male,53,African-American,F,15,neg
4073,Male,47,Hispanic,F,1,pos
4074,Male,38,African-American,M,0,neg
4075,Male,25,African-American,F,1,pos
4076,Male,21,African-American,F,1,neg
4077,Male,48,African-American,M,0,pos
4078,Female,40,Caucasian,F,1,pos
4079,Female,24,Other,F,0,pos
